Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Training Stress Score®,Steps,Total Reps,Total Sets,Decompression,Best Lap Time,Number of Laps,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2023-12-12 10:53:42,false,"Berlin Cycling","7.57","302","00:32:57","120","150","--","--","13.8","23.9","19","17","--","0.0","--","--","--","No","00:10:41","2","--","--","--","--","--","--","--","--","00:25:56","00:32:57","43","64"
Cycling,2023-12-11 16:05:22,false,"Berlin Cycling","7.20","278","00:32:28","117","146","--","--","13.3","23.1","22","33","--","0.0","--","--","--","No","00:09:48.5","2","--","--","--","--","--","--","--","--","00:26:57","00:32:28","35","64"
Cycling,2023-12-11 08:50:24,false,"Berlin Cycling","7.55","271","00:31:21","119","139","--","--","14.4","23.4","22","20","--","0.0","--","--","--","No","00:11:00","2","--","--","--","--","--","--","--","--","00:27:04","00:31:21","43","63"
Bouldering,2023-12-05 11:04:31,false,"Bouldering","--","328","00:44:17","114","139","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:31.2","3","--","--","--","--","--","--","--","--","00:00:00","00:44:17","--","--"
Bouldering,2023-12-01 10:18:13,false,"Bouldering","--","668","01:39:32","112","142","--","--","--","--","--","--","--","0.0","--","--","--","No","01:39:32","1","--","--","--","--","--","--","--","--","00:00:00","01:39:32","--","--"
Cycling,2023-11-28 08:22:47,false,"Berlin Cycling","7.45","284","00:34:22","117","144","--","--","13.0","45.3","22","20","--","0.0","--","--","--","No","00:11:53","2","--","--","--","--","--","--","--","--","00:29:24","00:34:22","43","64"
Bouldering,2023-11-24 09:54:28,false,"Bouldering","--","728","01:46:15","116","152","--","--","--","--","--","--","--","0.0","--","--","--","No","01:46:15","1","--","--","--","--","--","--","--","--","00:00:00","01:46:15","--","--"
Cycling,2023-11-24 09:28:31,false,"Berlin Cycling","3.53","156","00:17:04","119","137","--","--","12.4","21.0","7","7","--","0.0","--","--","--","No","00:17:04","1","--","--","--","--","--","--","--","--","00:14:28","00:17:04","42","53"
Cycling,2023-11-23 15:39:35,false,"Berlin Cycling","7.16","315","00:27:47","133","155","--","--","15.5","32.9","33","31","--","0.0","--","--","--","No","00:07:47.1","2","--","--","--","--","--","--","--","--","00:23:26","00:27:47","38","64"
Cycling,2023-11-23 08:29:15,false,"Berlin Cycling","7.49","328","00:30:29","133","164","--","--","14.7","27.3","28","25","--","0.0","--","--","--","No","00:09:54.3","2","--","--","--","--","--","--","--","--","00:26:28","00:30:29","42","64"
Cycling,2023-11-22 15:39:58,false,"Berlin Cycling","8.18","412","00:31:52","146","166","--","--","15.4","25.9","17","23","--","0.0","--","--","--","No","00:11:55","2","--","--","--","--","--","--","--","--","00:26:42","00:31:52","43","65"
Cycling,2023-11-22 08:46:54,false,"Berlin Cycling","6.45","297","00:24:47","139","157","--","--","15.6","25.4","16","36","--","0.0","--","--","--","No","00:06:32.7","2","--","--","--","--","--","--","--","--","00:21:29","00:24:47","43","70"
Bouldering,2023-11-21 12:15:36,false,"Bouldering","--","249","00:35:55","111","157","--","--","--","--","--","--","--","0.0","--","--","--","No","00:35:55","1","--","--","--","--","--","--","--","--","00:00:00","00:35:55","--","--"
Other,2023-11-21 12:09:31,false,"Other","0.00","53","00:05:32.5","118","146","43","222","--","--","--","--","0.00","0.0","296","--","--","No","00:05:32.5","1","--","--","--","--","--","--","--","--","00:00:00","00:05:32.5","--","--"
Cardio,2023-11-20 19:33:33,false,"Grip Strength","0.00","79","00:13:05","99","122","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:13.1","7","--","--","--","--","--","--","--","--","00:00:00","00:13:05","--","--"
Cardio,2023-11-19 12:42:47,false,"Grip Strength","0.00","56","00:09:32.1","98","119","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:16.4","7","--","--","--","--","--","--","--","--","00:00:00","00:09:32.1","--","--"
Bouldering,2023-11-17 09:59:48,false,"Bouldering","--","461","01:30:21","99","133","--","--","--","--","--","--","--","0.0","--","--","--","No","01:30:21","1","--","--","--","--","--","--","--","--","00:00:00","01:30:21","--","--"
Other,2023-11-17 09:58:13,false,"Other","0.00","8","00:01:12.6","100","108","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:12.6","1","--","--","--","--","--","--","--","--","00:00:00","00:01:12.6","--","--"
Other,2023-11-17 09:53:13,false,"Other","0.00","35","00:04:02.1","113","122","61","214","--","--","--","--","0.00","0.0","322","--","--","No","00:04:02.1","1","--","--","--","--","--","--","--","--","00:00:00","00:04:06.0","--","--"
Cycling,2023-11-16 08:30:12,false,"Cycling","0.00","320","00:30:00","--","--","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:00","1","--","--","--","--","--","--","--","--","--:--:--","00:30:00","--","--"
Bouldering,2023-11-11 18:47:20,false,"Bouldering","--","745","02:10:03","107","141","--","--","--","--","--","--","--","0.0","--","--","--","No","02:10:03","1","--","--","--","--","--","--","--","--","00:00:00","02:10:03","--","--"
Bouldering,2023-11-07 12:22:19,false,"Bouldering","--","430","00:50:48","122","149","--","--","--","--","--","--","--","0.0","--","--","--","No","00:50:48","1","--","--","--","--","--","--","--","--","00:00:00","00:50:48","--","--"
Bouldering,2023-11-03 10:05:28,false,"Bouldering","--","678","01:42:43","112","147","--","--","--","--","--","--","--","0.0","--","--","--","No","01:42:43","1","--","--","--","--","--","--","--","--","00:00:00","01:42:43","--","--"
Strength Training,2023-10-30 19:42:29,false,"HR Coherence","0.00","23","00:08:01","74","85","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01","--","--"
Bouldering,2023-10-30 12:08:23,false,"Bouldering","--","222","00:42:23","99","126","--","--","--","--","--","--","--","0.0","--","--","--","No","00:42:23","1","--","--","--","--","--","--","--","--","00:00:00","00:42:23","--","--"
Strength Training,2023-10-29 19:08:21,false,"HR Coherence","0.00","22","00:08:01.4","72","85","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01.4","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01.4","--","--"
Walking,2023-10-28 11:27:56,false,"Walking","0.82","182","01:09:39","70","95","21","189","--","7:46","--","--","0.56","0.0","2,134","--","--","No","01:09:39","1","--","--","--","--","--","--","--","--","00:13:09","01:09:39","--","--"
Bouldering,2023-10-27 10:02:13,false,"Bouldering","--","616","01:39:26","111","138","--","--","--","--","--","--","--","0.0","--","--","--","No","01:39:26","1","--","--","--","--","--","--","--","--","00:00:00","01:39:26","--","--"
Bouldering,2023-10-24 11:56:11,false,"Bouldering","--","65","00:09:21.3","106","116","--","--","--","--","--","--","--","0.0","--","--","--","No","00:09:21.3","1","--","--","--","--","--","--","--","--","00:00:00","00:09:21.3","--","--"
Bouldering,2023-10-24 11:36:15,false,"Bouldering","--","157","00:19:39","114","128","--","--","--","--","--","--","--","0.0","--","--","--","No","00:04:36.7","2","--","--","--","--","--","--","--","--","00:00:00","00:19:39","--","--"
Bouldering,2023-10-20 10:17:48,false,"Bouldering","--","668","01:28:44","115","150","--","--","--","--","--","--","--","0.0","--","--","--","No","01:28:44","1","--","--","--","--","--","--","--","--","00:00:00","01:28:44","--","--"
Bouldering,2023-10-17 12:07:56,false,"Bouldering","--","307","00:45:21","111","130","--","--","--","--","--","--","--","0.0","--","--","--","No","00:45:21","1","--","--","--","--","--","--","--","--","00:00:00","00:45:21","--","--"
Bouldering,2023-10-13 10:03:36,false,"Bouldering","--","703","01:27:23","124","149","--","--","--","--","--","--","--","0.0","--","--","--","No","01:27:23","1","--","--","--","--","--","--","--","--","00:00:00","01:27:23","--","--"
Yoga,2023-10-11 12:02:34,false,"Yoga","--","47","00:16:04","79","98","--","--","--","--","--","--","--","0.0","--","--","--","No","00:16:04","1","16","12","18","29","34","63","56","92","00:00:00","00:16:12","--","--"
Other,2023-10-10 11:34:22,false,"Other","0.00","271","00:36:38","113","132","8","155","--","--","--","--","0.00","0.0","528","--","--","No","00:00:57.8","3","--","--","--","--","--","--","--","--","00:00:00","00:36:38","--","--"
Bouldering,2023-10-06 10:08:38,false,"Bouldering","--","669","01:37:16","114","152","--","--","--","--","--","--","--","0.0","--","--","--","No","01:37:16","1","--","--","--","--","--","--","--","--","00:00:00","01:37:16","--","--"
Walking,2023-10-01 13:16:44,false,"Walking","1.85","153","00:31:08","94","111","74","118","16:47","9:36","--","--","0.81","0.0","2,550","--","--","No","00:13:46","2","--","--","--","--","--","--","--","--","00:21:53","00:42:28","--","--"
Cycling,2023-09-29 16:49:03,false,"Mühlental Cycling","7.90","329","00:28:13","82","104","--","--","16.8","31.7","133","132","--","0.0","--","--","--","No","00:11:42","2","--","--","--","--","--","--","--","--","00:26:51","00:28:13","418","531"
Strength Training,2023-09-27 15:13:30,false,"Calisthenics im Park (Falkenstein) ","0.00","200","00:30:00","--","--","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:00","1","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Strength Training,2023-09-24 14:20:22,false,"HR Coherence","0.00","6","00:04:27.8","58","65","--","--","--","--","--","--","--","0.0","--","--","--","No","00:04:27.8","1","--","--","--","--","--","--","--","--","00:00:00","00:04:27.8","--","--"
Strength Training,2023-09-23 20:19:24,false,"HR Coherence","0.00","21","00:10:01","67","87","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
Bouldering,2023-09-22 10:06:51,false,"Bouldering","--","536","01:21:45","110","145","--","--","--","--","--","--","--","0.0","--","--","--","No","01:21:45","1","--","--","--","--","--","--","--","--","00:00:00","01:21:45","--","--"
Running,2023-09-20 12:38:44,false,"Berlin - Base","3.02","242","00:18:15","158","178","159","167","6:03","4:53","5","2","1.04","0.0","2,890","--","--","No","00:00:05.1","4","--","--","--","--","--","--","--","--","00:18:14","00:18:15","47","56"
Strength Training,2023-09-19 12:19:24,false,"Draußen aufm Spielplatz","--","148","00:29:01","95","120","--","--","--","--","--","--","--","0.0","--","--","--","No","00:29:01","1","--","--","--","--","--","--","--","--","00:00:00","00:29:01","--","--"
Strength Training,2023-09-17 20:38:58,false,"Bouldering","--","98","00:19:49","92","114","--","--","--","--","--","--","--","0.0","--","--","--","No","00:19:49","1","--","--","--","--","--","--","--","--","00:00:00","00:19:49","--","--"
Cardio,2023-09-17 18:57:47,false,"Grip Strength","0.00","42","00:09:12.1","89","102","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:07.9","7","--","--","--","--","--","--","--","--","00:00:00","00:09:12.1","--","--"
Bouldering,2023-09-15 10:03:27,false,"Bouldering","--","592","01:29:25","112","146","--","--","--","--","--","--","--","0.0","--","--","--","No","01:29:25","1","--","--","--","--","--","--","--","--","00:00:00","01:29:25","--","--"
Cardio,2023-09-11 20:19:43,false,"Grip Strength","0.00","76","00:14:06","96","119","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:39.0","7","--","--","--","--","--","--","--","--","00:00:00","00:14:06","--","--"
Strength Training,2023-09-08 17:17:36,false,"HR Coherence","0.00","27","00:08:01.0","78","92","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01.0","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01.0","--","--"
Bouldering,2023-09-08 10:04:24,false,"Bouldering","--","558","01:23:37","113","146","--","--","--","--","--","--","--","0.0","--","--","--","No","01:23:37","1","--","--","--","--","--","--","--","--","00:00:00","01:23:37","--","--"
Strength Training,2023-09-06 19:57:13,false,"Strength","0.00","344","00:33:37","129","154","--","--","--","--","--","--","--","0.0","--","--","--","No","00:33:37","1","--","--","--","--","--","--","--","--","00:00:00","00:33:37","--","--"
Bouldering,2023-09-01 10:20:55,false,"Bouldering","--","603","01:20:08","122","164","--","--","--","--","--","--","--","0.0","--","--","--","No","01:20:08","1","--","--","--","--","--","--","--","--","00:00:00","01:20:08","--","--"
Cardio,2023-08-31 19:25:01,false,"Grip Strength","0.00","102","00:12:19","114","132","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:05.2","7","--","--","--","--","--","--","--","--","00:00:00","00:12:19","--","--"
Cardio,2023-08-28 19:37:34,false,"Grip Strength","0.00","91","00:12:45","106","131","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:04.0","7","--","--","--","--","--","--","--","--","00:00:00","00:12:45","--","--"
Bouldering,2023-08-25 10:16:08,false,"Bouldering","--","606","01:28:32","117","152","--","--","--","--","--","--","--","0.0","--","--","--","No","01:28:32","1","--","--","--","--","--","--","--","--","00:00:00","01:28:32","--","--"
Strength Training,2023-08-24 05:58:40,false,"HR Coherence","0.00","21","00:08:01.0","72","86","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01.0","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01.0","--","--"
Yoga,2023-08-24 05:37:07,false,"Yoga","--","50","00:19:48","77","100","--","--","--","--","--","--","--","0.0","--","--","--","No","00:19:48","1","16","12","20","63","12","75","56","91","00:00:00","00:19:48","--","--"
Strength Training,2023-08-23 13:33:29,false,"Strength","0.00","498","00:41:40","142","159","--","--","--","--","--","--","--","0.0","--","--","--","No","00:14:34","2","--","--","--","--","--","--","--","--","00:00:00","00:41:40","--","--"
Strength Training,2023-08-21 06:11:37,false,"Yoga","--","100","00:18:37","95","133","--","--","--","--","--","--","--","0.0","--","--","--","No","00:18:37","1","14","10","18","--","--","--","--","--","00:00:00","00:18:37","--","--"
Inline Skating,2023-08-19 14:21:29,false,"Berlin Inline Skate","5.09","133","00:20:02","106","122","--","--","15.3","28.2","29","40","--","0.0","--","--","--","No","00:20:02","1","--","--","--","--","--","--","--","--","00:17:05","00:20:02","37","60"
Bouldering,2023-08-18 10:26:38,false,"Bouldering","--","667","01:20:03","128","158","--","--","--","--","--","--","--","0.0","--","--","--","No","01:20:03","1","--","--","--","--","--","--","--","--","00:00:00","01:20:07","--","--"
Strength Training,2023-08-18 10:06:13,false,"Flexibility","0.00","238","00:19:32","140","156","--","--","--","--","--","--","--","0.0","--","--","--","No","00:19:32","1","--","--","--","--","--","--","--","--","00:00:00","00:19:32","--","--"
Strength Training,2023-08-17 22:33:19,false,"HR Coherence","0.00","5","00:03:43.7","52","87","--","--","--","--","--","--","--","0.0","--","--","--","No","00:03:43.7","1","--","--","--","--","--","--","--","--","00:00:00","00:03:43.7","--","--"
Yoga,2023-08-17 05:42:58,false,"Yoga","--","84","00:33:54","75","108","--","--","--","--","--","--","--","0.0","--","--","--","No","00:33:54","1","15","12","20","6","19","25","48","98","00:00:00","00:33:54","--","--"
Walking,2023-08-16 13:18:09,false,"Walking","1.33","85","00:16:59","107","122","99","106","12:46","11:32","--","--","0.79","0.0","1,704","--","--","No","00:04:10.3","2","--","--","--","--","--","--","--","--","00:16:45","00:16:59","--","--"
Strength Training,2023-08-16 06:17:30,false,"Flexibility","0.00","43","00:11:37","82","101","--","--","--","--","--","--","--","0.0","--","--","--","No","00:11:37","1","--","--","--","--","--","--","--","--","00:00:00","00:11:37","--","--"
Strength Training,2023-08-14 15:07:52,false,"HR Coherence","0.00","18","00:08:01.0","69","92","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01.0","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01.0","--","--"
Strength Training,2023-08-13 15:53:43,false,"HR Coherence","0.00","17","00:10:01","63","83","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
Strength Training,2023-08-12 20:50:49,false,"HR Coherence","0.00","16","00:10:01","61","76","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
Cardio,2023-08-12 12:24:13,false,"Grip Strength","0.00","32","00:05:33.8","97","128","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:32.6","3","--","--","--","--","--","--","--","--","00:00:00","00:05:33.8","--","--"
Strength Training,2023-08-11 20:08:39,false,"HR Coherence","0.00","18","00:10:01","64","74","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
Strength Training,2023-08-11 14:32:38,false,"Calisthenics","0.00","181","00:14:59","138","160","--","--","--","--","--","--","--","0.0","--","8","1","No","00:00:11.8","5","--","--","--","--","--","--","--","--","00:00:00","00:14:59","--","--"
Strength Training,2023-08-10 19:22:15,false,"HR Coherence","0.00","18","00:10:01","65","79","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
Cardio,2023-08-10 17:34:13,false,"Grip Strength","0.00","73","00:08:19.4","117","145","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:16.2","7","--","--","--","--","--","--","--","--","00:00:00","00:08:19.4","--","--"
Strength Training,2023-08-10 06:01:52,false,"Flexibility","0.00","122","00:20:20","99","138","--","--","--","--","--","--","--","0.0","--","--","--","No","00:20:20","1","--","--","--","--","--","--","--","--","00:00:00","00:20:20","--","--"
Strength Training,2023-08-09 20:31:33,false,"HR Coherence","0.00","17","00:10:01","63","80","--","--","--","--","--","--","--","0.0","--","--","--","No","00:10:01","1","--","--","--","--","--","--","--","--","00:00:00","00:10:01","--","--"
HIIT,2023-08-09 12:00:13,false,"HIIT - Custom","0.00","84","00:09:30.3","121","136","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:04.8","19","--","--","--","--","--","--","--","--","00:00:00","00:09:30.3","--","--"
Strength Training,2023-08-08 22:14:28,false,"HR Coherence","0.00","9","00:08:01.1","53","59","--","--","--","--","--","--","--","0.0","--","--","--","No","00:08:01.1","1","--","--","--","--","--","--","--","--","00:00:00","00:08:01.1","--","--"
Strength Training,2023-08-08 19:55:31,false,"HR Coherence","0.00","--","00:00:02.1","59","59","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:02.1","1","--","--","--","--","--","--","--","--","00:00:00","00:00:02.1","--","--"
Strength Training,2023-08-08 19:49:57,false,"HR Coherence","0.00","8","00:05:01.0","62","75","--","--","--","--","--","--","--","0.0","--","--","--","No","00:05:01.0","1","--","--","--","--","--","--","--","--","00:00:00","00:05:01.0","--","--"
Breathwork,2023-08-08 19:30:02,false,"HR Coherence","--","--","00:01:25.8","82","87","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:25.8","1","4","4","4","24","63","87","73","88","00:00:00","00:01:25.8","--","--"
Breathwork,2023-08-08 19:24:54,false,"HR Coherence","--","--","00:02:23.3","62","68","--","--","--","--","--","--","--","0.0","--","--","--","No","00:02:23.3","1","4","4","4","5","25","30","29","37","00:00:00","00:02:23.3","--","--"
Strength Training,2023-08-08 06:25:47,false,"Yoga","--","42","00:17:30","76","99","--","--","--","--","--","--","--","0.0","--","--","--","No","00:17:30","1","15","12","17","--","--","--","--","--","00:00:00","00:17:30","--","--"
HIIT,2023-08-07 12:38:06,false,"HIIT - Custom","0.00","35","00:04:10.1","118","150","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:20","9","--","--","--","--","--","--","--","--","00:00:00","00:04:10.1","--","--"
Indoor Climbing,2023-08-04 10:10:42,false,"Bouldering","0.00","660","01:21:26","123","164","--","--","--","--","--","--","--","0.0","--","--","--","No","01:21:26","1","--","--","--","--","--","--","--","--","00:00:00","01:21:26","--","--"
Strength Training,2023-08-04 09:49:42,false,"Flexibility","0.00","121","00:18:06","105","123","--","--","--","--","--","--","--","0.0","--","--","--","No","00:18:06","1","--","--","--","--","--","--","--","--","00:00:00","00:18:06","--","--"
Strength Training,2023-08-03 21:13:12,false,"Grip Strength","0.00","1","00:00:48.4","53","61","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:48.4","1","--","--","--","--","--","--","--","--","00:00:00","00:00:48.4","--","--"
Strength Training,2023-08-03 21:09:58,false,"Grip Strength","0.00","--","00:00:26.1","54","56","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:26.1","1","--","--","--","--","--","--","--","--","00:00:00","00:00:26.1","--","--"
Strength Training,2023-08-03 21:05:53,false,"Finger Strength","0.00","--","00:00:09.1","56","57","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:09.1","1","--","--","--","--","--","--","--","--","00:00:00","00:00:09.1","--","--"
Strength Training,2023-08-03 21:00:01,false,"GymRun Demo Mod","0.00","7","00:05:05.0","57","63","--","--","--","--","--","--","--","0.0","--","--","--","No","00:05:05.0","1","--","--","--","--","--","--","--","--","00:00:00","00:05:05.0","--","--"
Strength Training,2023-08-03 20:56:09,false,"GymRun Demo Mod","0.00","1","00:01:11.9","58","62","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:11.9","1","--","--","--","--","--","--","--","--","00:00:00","00:01:11.9","--","--"
Strength Training,2023-08-03 20:46:44,false,"GymRun Demo Mod","0.00","5","00:04:01.0","57","62","--","--","--","--","--","--","--","0.0","--","--","--","No","00:04:01.0","1","--","--","--","--","--","--","--","--","00:00:00","00:04:01.0","--","--"
Strength Training,2023-08-03 20:40:02,false,"GymRun Demo Mod","0.00","6","00:04:43.4","54","58","--","--","--","--","--","--","--","0.0","--","--","--","No","00:04:43.4","1","--","--","--","--","--","--","--","--","00:00:00","00:04:43.4","--","--"
Strength Training,2023-08-03 20:22:19,false,"GymRun Demo Mod","0.00","7","00:03:42.0","65","77","--","--","--","--","--","--","--","0.0","--","--","--","No","00:03:42.0","1","--","--","--","--","--","--","--","--","00:00:00","00:03:42.0","--","--"
Strength Training,2023-08-03 06:01:53,false,"Flexibility","0.00","138","00:16:24","114","130","--","--","--","--","--","--","--","0.0","--","--","--","No","00:16:24","1","--","--","--","--","--","--","--","--","00:00:00","00:16:24","--","--"
Running,2023-08-03 05:53:52,false,"Berlin - Base","0.92","74","00:06:03.1","143","152","149","163","6:35","5:54","6","4","1.02","0.0","924","--","--","No","00:06:03.1","1","--","--","--","--","--","--","--","--","00:05:44","00:06:03.1","47","55"
Strength Training,2023-08-02 11:39:00,false,"Calisthenics @SPOK","0.00","396","00:28:58","151","169","--","--","--","--","--","--","--","0.0","--","35","7","No","00:13:48","2","--","--","--","--","--","--","--","--","00:00:00","00:29:04","--","--"
Other,2023-08-02 11:27:46,false,"Other","0.00","135","00:11:05","139","161","104","241","--","--","--","--","0.00","0.0","1,418","--","--","No","00:11:05","1","--","--","--","--","--","--","--","--","00:00:00","00:11:05","--","--"
Other,2023-07-30 20:47:42,false,"Other","0.00","2","00:01:13.2","66","72","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:13.2","1","--","--","--","--","--","--","--","--","00:00:00","00:01:19.7","--","--"
Strength Training,2023-07-30 20:34:27,false,"GymRun Demo Mod (Finger Strength) ","0.00","31","00:06:05.5","90","107","--","--","--","--","--","--","--","0.0","--","--","--","No","00:06:05.5","1","--","--","--","--","--","--","--","--","00:00:00","00:06:05.5","--","--"
Strength Training,2023-07-28 21:26:57,false,"GymRun Demo Mod","0.00","2","00:01:36.0","59","65","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:36.0","1","--","--","--","--","--","--","--","--","00:00:00","00:01:36.0","--","--"
Strength Training,2023-07-28 21:22:56,false,"GymRun Demo Mod","0.00","5","00:03:28.3","57","63","--","--","--","--","--","--","--","0.0","--","--","--","No","00:03:28.3","1","--","--","--","--","--","--","--","--","00:00:00","00:03:28.3","--","--"
Strength Training,2023-07-28 21:19:03,false,"GymRun Demo Mod","0.00","3","00:02:10.8","58","61","--","--","--","--","--","--","--","0.0","--","--","--","No","00:02:10.8","1","--","--","--","--","--","--","--","--","00:00:00","00:02:10.8","--","--"
Bouldering,2023-07-28 10:23:32,false,"Bouldering","--","823","01:29:23","131","157","--","--","--","--","--","--","--","0.0","--","--","--","No","01:29:23","1","--","--","--","--","--","--","--","--","00:00:00","01:29:28","--","--"
Walking,2023-07-28 06:15:35,false,"Berlin Walking","1.62","117","00:21:41","73","82","96","108","13:25","10:20","10","13","0.77","0.0","2,122","--","--","No","00:00:10.4","2","--","--","--","--","--","--","--","--","00:21:13","00:21:46","46","55"
Strength Training,2023-07-27 11:31:43,false,"GymRun Demo Mod","0.00","2","00:01:04.5","67","76","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:04.5","1","--","--","--","--","--","--","--","--","00:00:00","00:01:04.5","--","--"
Strength Training,2023-07-27 11:27:54,false,"GymRun Demo Mod","0.00","4","00:02:42.4","61","68","--","--","--","--","--","--","--","0.0","--","--","--","No","00:02:42.4","1","--","--","--","--","--","--","--","--","00:00:00","00:02:42.4","--","--"
Strength Training,2023-07-27 11:23:05,false,"GymRun Demo Mod","0.00","3","00:01:52.5","59","65","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:52.5","1","--","--","--","--","--","--","--","--","00:00:00","00:01:52.5","--","--"
Strength Training,2023-07-27 06:23:58,false,"Flexibility","0.00","98","00:13:49","103","124","--","--","--","--","--","--","--","0.0","--","--","--","No","00:13:49","1","--","--","--","--","--","--","--","--","00:00:00","00:13:49","--","--"
Strength Training,2023-07-26 21:16:28,false,"Calisthenics","0.00","--","00:00:00","--","--","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:00","1","--","--","--","--","--","--","--","--","00:00:00","00:00:00","--","--"
Strength Training,2023-07-26 20:58:01,false,"GymRun Demo Mod","0.00","3","00:01:51.7","62","70","--","--","--","--","--","--","--","0.0","--","--","--","No","00:01:51.7","1","--","--","--","--","--","--","--","--","00:00:00","00:02:31.2","--","--"
Strength Training,2023-07-26 16:35:00,false,"GymRun Demo Mod","0.00","--","00:00:09.7","78","80","--","--","--","--","--","--","--","0.0","--","--","--","No","00:00:09.7","1","--","--","--","--","--","--","--","--","00:00:00","00:00:09.7","--","--"
